id_pos,competidores,ingreso_mediana,ingreso_promedio,densidad_poblacional,pct_secundario,pct_bicicleta,pct_omnibus,pct_subtes,pct_taxi,pct_caminata,mediana_valor_hogar,pct_ninios,pct_jovenes,pct_adultos,pct_ancianos,pct_posgrados
3158,7.0,44017.42,52093.69,8025.02,39.2,0.0,0.47,0.0,0.0,1.11,92225.88,21.91,21.83,51.64,10.53,11.860000000000001
3159,1.0,36146.75,51926.11,301.27,48.89,0.0,0.0,0.0,0.0,0.78,95920.65,16.82,15.35,59.739999999999995,14.19,13.450000000000001
3162,17.0,51450.985,68149.5925,4671.4675,30.87,0.53,0.3575,0.0175,0.015,5.605,156655.7625,18.677500000000002,20.275,54.8075,12.35,28.6125
3163,4.0,34747.92,43635.93,7599.63,39.27,0.46,0.0,0.0,0.0,0.66,103574.6,16.29,17.76,49.88000000000001,21.4,13.219999999999999
3164,20.0,54855.652,72118.962,10132.892,32.566,0.33799999999999997,2.122,2.126666668,0.01,3.082,202876.02800000002,15.619999999999997,16.746,58.49400000000001,15.501999999999999,27.276000000000003
3165,3.0,45519.305,59802.085,1334.515,38.015,0.105,0.135,0.0,0.015,1.935,154400.2,22.035,18.630000000000003,55.565000000000005,10.245,17.455
3166,80.0,52201.14,69857.84,7872.607856999999,28.18928571,0.816428571,0.8707142859999999,0.049285714,0.055714285999999995,4.497142857,226069.4736,17.593571428,25.071428572000002,52.305000002,11.209285715,26.55142857
3167,33.0,54600.32,68988.28571,5978.267143,31.52714286,0.541428571,1.394285714,0.5071428570000001,0.008571429,2.8285714289999997,155647.6314,19.697142858,20.384285714,57.721428571,9.164285713,22.444285719000003
3168,19.0,55845.888,70727.11,9397.118,31.346,0.35,2.826,1.43,0.3,2.62,211771.82,17.696,24.282,54.744,9.658000000000001,20.408
3169,3.0,48248.77,63721.08,4975.07,30.3,0.195,0.455,0.0,0.0,1.825,145731.48,21.060000000000002,19.765,56.83,9.13,14.775
3170,11.0,74985.37,97473.3125,14542.8675,21.92,0.5725,2.7325,2.126666668,0.02,1.7375,332113.1125,16.5875,18.2325,60.455000000000005,12.0125,38.4
3171,2.0,30054.2,39416.71,18017.32,34.05,0.0,9.489999999,0.01,0.25,0.85,65605.32,19.92,21.5,56.7,8.35,10.35
3172,6.0,23813.13,39006.51,37567.7525,42.28,2.59,9.489999999,2.126666668,0.01,8.7,88418.89,20.86,26.31,50.87,8.079999999999998,11.14
3174,115.0,56298.6465,71282.225,11118.073999999999,29.125,0.5195,2.089,1.357,0.1595,2.2605,193335.7675,19.4135,21.8105,56.528,9.622499999999999,26.8475
3175,21.0,52233.67,74239.0575,7851.71,28.7675,0.995,1.3975,0.035,0.035,1.325,263053.6225,17.95,19.567500000000003,56.995000000000005,12.6125,27.9
3176,37.0,50250.365710000005,66537.71571,11230.49143,24.68714286,0.434285714,4.24,0.167142857,0.08857142900000001,2.162857143,183516.4929,18.615714286,26.604285712000003,51.258571427999996,9.874285714,26.811428569
3177,11.0,60091.21,79843.255,4816.355,18.545,0.0,0.125,0.0,0.0,0.39,201528.515,17.115000000000002,21.93,62.585,7.135,40.505
3179,4.0,36273.62,48590.03,1316.42,38.92,0.0,0.0,0.0,0.0,1.93,89914.53,19.330000000000002,22.34,56.9,10.069999999999999,13.940000000000001
3180,9.0,71753.16,94155.37667,8028.53,22.93666667,0.6033333329999999,1.126666667,0.12666666699999998,0.093333333,1.7,426058.6667,18.71,17.493333333000002,58.103333334000006,11.496666666000001,38.83
3181,40.0,59300.09125,77129.36625,9341.87875,26.85625,0.44125,0.98375,0.035,0.10125,1.1125,201797.6238,19.634999999999998,21.293750000000003,57.25625,9.7775,29.64
3182,7.0,66151.68,98081.42,17473.77,19.8,0.34,6.2,0.49,0.14,6.92,216607.92,7.084999999999997,33.09,71.15999999600001,2.27,36.019999999999996
3183,77.0,55130.71667,73230.46417,8709.830833,27.67083333,0.195833333,1.990833333,0.17,0.050833333,3.439166667,175432.5358,17.738333334,20.311666667,56.779999998,12.130833332999998,28.646666666999998
3184,2.0,62142.27,73637.59,5583.13,30.21,0.35,0.06,0.0,0.0,1.48,151591.71,21.89,20.64,51.58,12.649999999999999,27.9
3187,3.0,56884.88,75333.14,5368.29,25.14,0.58,0.2,0.0,0.0,3.07,228383.1,23.4,19.39,56.760000000000005,9.67,25.61
3188,26.0,50058.165,62332.145,6143.0,28.4275,0.2775,1.42,0.19,0.2975,2.3125,153399.285,20.245,21.240000000000002,57.085,8.6575,24.545
3189,2.0,84079.96,113992.85,32363.07,31.22,0.0,9.489999999,1.37,0.0,1.03,510164.9,18.61,19.4,61.16,7.26,29.970000000000002
3190,7.0,53898.43,67018.5,10204.58,26.78,0.0,7.72,0.0,0.04,1.08,167627.57,24.91,21.53,56.88000000000001,4.750000000000001,21.21
3191,56.0,69315.21333,88316.07333,15747.747780000002,22.41111111,0.614444444,3.327777778,2.126666668,0.062222222,2.836666667,307866.86,17.287777777,18.602222222,58.573333332,12.767777778000001,34.591111111
3192,4.0,32074.01,47612.2,3752.76,37.22,0.0,0.02,0.0,0.0,0.55,91354.73,18.89,18.55,52.98,15.280000000000001,11.129999999999999
3193,48.0,53037.23182,69369.35091000001,7734.763636,28.85454545,0.430909091,1.039090909,0.07,0.26090909100000004,2.836363636,195351.2591,19.090909092,18.286363635999997,56.352727274,12.388181818,27.159090910000003
3195,25.0,48502.90667,62023.61332999999,9201.073333,33.06333333,0.526666667,4.663333333,0.206666667,0.19,1.6233333330000002,170386.0,18.653333334000003,19.99,56.359999998000006,11.729999999,24.026666663
3196,14.0,66763.975,86780.605,12629.125,19.175,2.06,2.7375,0.1375,0.35,8.1625,306931.2975,16.905,31.075,51.09,6.99,40.8475
3198,1.0,38646.325,52483.035,2667.285,31.96,2.59,0.47,0.03,0.435,3.54,142189.005,13.765,26.475,54.375,10.695,21.885
3200,28.0,64583.982,88104.894,11968.006000000001,23.142,0.878,4.502,0.22,0.034,2.862,274334.728,15.668000000000001,25.93,55.668000000000006,9.078,38.132
3201,0.0,50819.49,59773.23,297.45,52.33,0.49,0.21,0.0,0.1,3.36,138706.35,22.39,16.62,56.02,11.09,11.879999999999999
3202,0.0,31785.53,46567.21,725.6,36.33,0.0,0.3,0.0,0.0,1.75,63503.85,17.04,17.27,60.86999999999999,12.1,14.48
3203,11.0,76325.875,98394.9275,7614.4225,24.91,0.265,1.2,0.0325,0.04,4.3575,204097.9075,20.285,22.177500000000002,57.485,6.8975,34.5775
3204,44.0,56237.47,75860.635,11703.77333,25.375,2.363333333,1.851666667,0.031666667,0.446666667,2.185,231717.84,18.386666667,19.706666667,57.433333334,11.513333332999999,26.808333334
3205,58.0,63464.76846,81855.24846,9320.577692,23.09615385,0.9,2.026153846,0.093846154,0.047692307999999996,2.353076923,245308.6054,19.383846154,23.32,55.327692308,9.028461537999998,35.239230768
3206,18.0,49940.36167,67260.51,4438.225,24.16666667,0.831666667,3.26,0.003333333,0.135,4.055,171672.9133,11.668333333,35.982775122999996,45.985,8.411666666,38.61666667
3207,5.0,32227.16,50591.4,2985.6,33.57,1.42,0.05,0.0,0.0,1.73,105218.84,22.31,20.0,52.95,11.32,16.87
3209,11.0,55033.04,67641.6,4242.73,32.17,0.15,0.55,0.0,0.5,4.22,198842.01,19.560000000000002,27.159999999999997,49.41,9.8,21.47
3210,6.0,37301.85,59386.69,14929.07,19.52,2.59,2.88,0.0,0.06,11.774999999,208942.83,7.084999999999997,35.982775122999996,61.790000000000006,3.41,36.71
3212,25.0,68622.86857,84652.59,8755.942857,25.6,0.33571428600000003,1.37,0.024285714,0.048571429000000006,5.624285714,181156.5,19.042857143,21.948571428999998,57.962857142000004,8.022857142,33.651428572
3214,103.0,55423.815879999995,71401.85059,13677.201180000002,25.72058824,0.711764706,3.4435294119999997,0.204705882,0.12352941199999999,2.759411765,202836.1794,18.457647058,22.352941176999998,58.515294116999996,9.087058824,28.792941178000003
3216,41.0,55279.343329999996,73545.83,12459.375559999999,25.26888889,1.01,2.167777778,0.012222222,0.057777777999999995,1.516666667,183938.2911,18.417777778,22.04,59.756666667000005,7.7866666680000005,27.524444448
3217,5.0,110291.65,134519.73,8289.84,16.02,0.1,0.57,2.126666668,0.0,1.29,363566.23,23.04,17.130000000000003,62.23999999999999,5.77,51.02
3218,16.0,64022.593329999996,80214.4,12733.61,17.43666667,1.116666667,3.343333333,0.013333333000000001,0.023333332999999998,6.69,314275.6467,17.276666667,35.81333333,49.853333333,5.180000000000001,40.55666666
3219,40.0,63319.384000000005,82937.86,37567.7525,26.004,0.46399999999999997,5.917999999999999,2.126666668,0.28600000000000003,3.12,276717.188,17.36,20.932000000000002,61.408,8.9,30.298000000000002
3220,15.0,55583.115,75800.4325,11689.0325,29.875,0.58,5.045,0.2025,0.0325,3.0325,211178.4875,19.34,17.61,58.64250000000001,11.0175,28.3675
3221,0.0,64069.0,85633.0,215.97,31.93,0.0,0.0,0.0,0.0,0.74,172414.0,21.05,18.689999999999998,57.510000000000005,7.859999999999999,23.12
3222,12.0,48173.055,62839.12,4444.3475,36.9775,0.1825,1.7175,0.025,0.39,4.5575,143697.165,17.3675,23.052500000000002,58.8725,8.23,22.8325
3226,20.0,52723.415,74041.1075,7764.0725,28.53,0.885,2.72,0.0175,0.03,3.6575,232460.5125,16.6925,20.8125,61.2525,9.35,32.33
3227,0.0,64046.99,73775.21,3918.6,19.34,0.94,7.33,0.01,0.01,11.774999999,149480.13,29.310000000000002,35.982775122999996,42.48916667199998,0.31,26.57
3228,36.0,73527.4,100377.81,28780.504,22.488000000000003,1.814,7.91,2.126666668,0.424,4.078,404169.61,16.182,20.45,63.524,8.766,37.47
3229,5.0,23325.41,37911.16,7388.3,41.85,0.0,0.35,0.0,0.25,3.75,77704.82,24.38,20.76,51.089999999999996,10.379999999999999,11.489999999999998
3230,0.0,51535.0,60003.0,477.13,33.96,0.0,0.0,0.0,0.0,3.42,180723.0,17.72,14.26,57.9,14.44,20.31
3231,43.0,49581.25,66980.515,9300.0525,25.28,0.23375,1.285,0.14875,0.03875,2.24125,163882.6038,18.10875,18.2825,55.925000000000004,14.204999999999998,28.7275
3232,4.0,52935.01,67507.01,1305.51,28.14,0.41,0.07,0.0,0.0,0.35,140512.59,16.52,22.6,57.58,10.47,24.15
3233,5.0,21353.09,32550.15,14383.69,44.31,0.46,9.489999999,0.0,0.0,7.78,51146.67,24.0,24.270000000000003,52.309999999999995,6.64,11.02
3234,16.0,56946.924000000006,77461.828,9830.966,29.166,0.816,1.618,0.034,0.0,1.5759999999999998,282334.208,20.734,20.304000000000002,57.395999999999994,8.937999999999999,24.983999999999998
3235,1.0,43592.02,58934.09,413.15,41.97,0.0,0.29,0.0,0.0,0.59,89768.19,17.11,17.86,60.760000000000005,10.37,7.43
3236,3.0,68140.41,87345.035,3727.215,29.795,0.19,0.94,0.17,0.385,2.215,240184.1,18.474999999999998,21.91,55.06,10.605,34.31
3237,11.0,51614.41333,65425.21667,12003.87,33.20666667,0.16,2.286666667,1.28,0.03,1.51,149435.8233,18.68,18.84,57.373333333,11.709999999999999,21.68666667
3238,34.0,46219.7625,64141.855,14732.1475,25.2975,1.555,2.855,0.1175,0.12,3.4175,246951.6125,19.365000000000002,22.645,55.1275,10.335,23.060000000000002
3239,0.0,54778.3,74699.11,129.55,27.88,0.19,0.35,0.0,0.0,3.13,213623.72,14.97,15.620000000000001,58.78999999999999,15.26,31.5
3240,2.0,52281.19,101588.82,3948.61,20.43,1.01,4.32,0.0,0.01,11.21,595641.596,7.084999999999997,10.129999999999999,52.510000000000005,22.079999999999995,42.4
3242,8.0,48377.61,64912.48,17936.2,25.93,0.01,4.99,0.0,0.0,1.51,121290.25,21.95,24.02,56.339999999999996,5.28,21.020000000000003
3243,52.0,51089.27857,66166.86714,21073.69857,28.41714286,0.8242857140000001,3.321428571,2.126666668,0.11142857099999999,6.574285714,188770.7571,18.520000001,22.63,58.064285713000004,8.845714286,21.110000002
3244,2.0,38236.83,48551.87,9318.7,38.51,0.1,2.63,0.28,0.02,0.93,95502.9,16.619999999999997,19.05,59.62,11.579999999999998,12.959999999999999
3245,1.0,52431.325,63063.895,376.465,37.21,0.105,0.235,0.0,0.0,2.75,146975.145,20.42,17.95,60.349999999999994,8.86,17.19
3246,1.0,57112.67,67254.01,396.28,38.33,0.0,0.0,0.0,0.16,0.58,133640.6,17.419999999999998,18.16,62.93,8.49,20.78
3247,8.0,42594.27667,60445.57332999999,4202.916667,31.65666667,0.5,2.083333333,0.006666666999999999,0.07666666700000001,10.54,124948.1967,16.113333334000004,24.35,51.916666665,14.190000000000001,28.240000004000002
3248,0.0,53983.96272999999,70728.88125,20.58,36.14,0.28,0.57,0.0,0.0,7.65,0.0,7.084999999999997,35.982775122999996,42.48916667199998,0.0,14.45
3249,1.0,27004.28,39896.87,4819.53,25.02,2.0,3.85,0.0,0.0,2.86,135592.38,14.379999999999999,35.982775122999996,46.22,5.81,32.25
3250,19.0,62132.36,80187.68667000001,8726.316667000001,36.38333333,0.243333333,1.88,0.253333333,0.02,2.13,216756.4967,16.173333334,17.74,58.270000001,13.489999999999998,22.650000004
3251,32.0,62378.55625,81401.685,5504.10125,28.59,0.785,2.93125,2.126666668,0.08,2.23875,216407.855,20.88875,19.346249999999998,56.65624999999999,9.69625,30.355
3252,43.0,64546.235,86133.9525,24256.255,25.215,0.5675,2.0675,2.126666668,0.56,7.8525,365632.995,17.39,21.36,61.2025,8.8625,33.9225
3253,2.0,43717.7,56226.0,4727.92,35.46,0.04,1.34,0.0,0.0,0.31,135173.45,21.21,23.48,56.68999999999999,6.52,17.240000000000002
3254,2.0,38031.43,47931.07,4582.64,34.18,0.38,0.59,0.0,0.0,3.35,99389.72,26.6,22.53,51.940000000000005,6.08,9.2
3255,30.0,60126.82332999999,76265.23332999999,10334.55,27.59777778,2.5466666669999998,2.2744444440000002,0.143333333,0.016666667,3.828888889,216312.7333,19.118888888,25.043333332,54.325555555,7.976666667,28.056666668000002
3256,65.0,64925.369289999995,85826.50643,10856.16571,24.11857143,0.332857143,3.2564285710000003,0.402857143,0.12857142900000001,2.013571429,283505.9507,19.705,19.569999999,57.297142856,10.025714286,32.23428571
3257,116.0,50599.778,70703.076,37567.7525,23.094,2.59,2.9339999999999997,2.126666668,0.56,11.774999999,293544.86600000004,15.196000000000002,33.906,49.757999999999996,8.49,34.192
3258,102.0,75200.48,99442.31332999999,37567.7525,18.61,1.08,3.8033333330000003,2.126666668,0.56,11.774999999,527909.31,14.533333334000002,21.616666667,63.096666666,9.83,41.87333334
3259,41.0,55863.74,73134.125,14562.355,25.475,0.47166666700000004,2.383333333,0.6233333329999999,0.053333333,1.5283333330000002,194764.8417,20.859999999,20.053333332999998,57.926666667,8.264999999999999,31.985
3260,13.0,69835.47,86608.0725,2473.495,30.2075,0.045,0.1425,0.1275,0.085,0.54,212565.9975,17.825000000000003,16.32,58.627500000000005,12.995,30.14
3261,39.0,64146.65,84485.185,8569.433332999999,27.505,0.908333333,2.883333333,0.431666667,0.036666667,2.855,315401.7067,15.843333333,20.638333333,59.553333334,11.216666666,34.300000003
3262,58.0,100522.85,141537.58,37567.7525,7.98,2.02,2.21,2.126666668,0.56,11.774999999,595641.596,8.92,26.979999999999997,68.81,8.09,65.22
3263,1.0,38298.53,51827.74,4214.18,24.11,0.38,1.64,0.0,0.0,11.774999999,125521.62,12.82,35.982775122999996,42.48916667199998,2.75,20.69
3264,5.0,38272.12,52323.19,19534.17,29.34,0.07,3.83,0.0,0.0,1.68,85979.64,21.59,21.529999999999998,55.07,8.72,15.29
3265,4.0,43163.25,51633.54,1142.01,46.83,0.0,0.0,0.0,0.0,4.85,92029.59,19.36,20.189999999999998,55.910000000000004,11.669999999999998,14.61
3266,23.0,46765.35,63701.925,19641.195,26.4175,0.2275,1.635,0.305,0.0475,1.8275,190358.675,19.9825,23.14,56.2625,8.6025,24.717499999999998
3267,2.0,28688.91667,38759.63,3136.11,36.68333333,0.236666667,0.35,0.0,0.036666667,4.403333333,84945.98,16.753333334,17.596666667,51.710000001000004,19.156666667,15.916666663
3268,2.0,75645.11,107958.29,3817.25,13.41,0.0,0.14,0.0,0.0,0.3,270931.76,20.990000000000002,11.030000000000001,55.16,17.28,48.09
3269,0.0,55345.0,69834.0,53.98,52.83,0.0,0.0,0.0,0.0,4.44,110796.0,17.119999999999997,17.69,51.93,16.700000000000003,11.739999999999998
3270,24.0,68604.0325,83823.31,6479.0125,28.5425,0.295,0.405,0.6525,0.135,1.8475,224677.41,18.4125,22.8225,57.0425,7.9175,31.6025
3271,6.0,50304.47,73986.66,13566.345,20.535,2.065,4.02,0.575,0.02,11.774999999,287322.03,11.545,26.835,62.06999999999999,9.85,39.265
3272,40.0,54479.35375,75962.9775,10338.51125,26.7075,0.75375,1.62625,0.075,0.13875,6.095,213178.0263,14.675,25.245,54.315,11.684999999999999,34.0875
3273,52.0,53305.052,68114.652,7978.007,29.441999999999997,0.312,1.085,0.032,0.062,2.048,171024.81,18.146,18.756,57.493,11.839999999999998,24.399
3274,6.0,31683.375,44776.305,4970.11,36.17,0.205,0.58,0.095,0.255,3.105,98098.11,14.035,21.73,63.790000000000006,9.549999999999999,14.905
3275,1.0,44452.07,55606.74,256.28,43.45,0.31,0.45,0.0,0.0,2.15,158472.74,19.16,18.86,56.78,10.81,13.870000000000001
3276,116.0,54656.46667,74398.62667,37567.7525,23.93333333,0.663333333,2.963333333,2.126666668,0.56,7.415,340084.235,15.896666667000002,23.905,60.595000000000006,8.858333334,32.449999997
3277,0.0,45085.43,59484.28,906.13,32.66,0.3,0.62,0.01,0.0,1.11,154733.86,20.6,19.5,56.31,9.549999999999999,16.68
3278,11.0,52222.91,61739.61,4083.446667,36.46333333,0.056666667000000004,0.763333333,0.0,0.0,1.3133333329999999,124752.5067,19.086666667000003,17.103333333,56.383333334,13.34,17.983333333
3279,0.0,49334.8,58887.91,390.53,44.77,0.22,0.45,0.0,0.0,2.68,139579.21,23.32,15.439999999999998,56.489999999999995,12.549999999999999,13.05
3280,23.0,54352.62,70510.76,5097.6575,25.505,0.9425,0.49,0.045,0.0,2.125,187059.37,17.5725,20.165,58.5725,10.8625,30.865000000000002
3283,30.0,57327.6425,76412.0575,26312.52,20.1475,2.3925,4.4,2.126666668,0.2425,4.7,400418.4,15.865,26.4075,55.072500000000005,10.91,35.845
3284,71.0,59292.98929,76426.04571,9258.267143000001,27.62785714,0.7228571429999999,1.8578571430000002,0.6785714290000001,0.135714286,3.0942857139999997,242315.8629,18.238571428999997,19.478571429,56.375,12.433571429,27.490714288000003
3285,15.0,33524.45,46187.145,9060.635,32.905,0.215,1.12,0.0,0.17,3.4,96342.1,22.729999999999997,20.665,51.305,11.52,16.425
3286,35.0,59948.468329999996,81836.045,17256.535,22.07,1.288333333,4.585,0.368333333,0.223333333,4.333333333,370326.015,16.593333333,26.228333336,58.660000000000004,7.628333332000001,41.074999993000006
3287,49.0,55214.14429,71726.67143,23382.43286,27.95285714,0.23142857100000003,3.365714286,2.126666668,0.16,2.19,194336.7286,17.641428571,20.882857143000003,58.652857143999995,9.962857143,26.380000001
3288,1.0,55761.77,66143.16,261.9,42.44,0.23,0.06,0.0,0.0,3.35,170025.22,17.26,15.870000000000001,62.97,10.43,19.79
3289,40.0,39394.98714,52320.814289999995,6176.157143,31.86571429,0.37142857100000004,1.52,0.02,0.065714286,2.805714286,130539.4843,17.722857143000002,22.397142857,56.261428572,11.157142856999998,19.38857143
3290,27.0,57005.545710000006,72292.30429,14181.11571,31.15142857,0.23571428600000002,1.8185714290000001,0.615714286,0.042857143,2.3257142859999997,198240.9,20.628571428,21.284285715000003,57.22428571500001,7.825714286,20.065714285
3291,116.0,60416.13714,81629.26286,37567.7525,22.74571429,0.7857142859999999,1.841428571,2.126666668,0.56,6.21,251261.6286,17.041428570999997,22.364285714,58.632857142,9.569999999,32.931428574
3292,23.0,53289.47333,67341.565,7364.043333,27.99,0.123333333,0.485,0.205,0.06333333299999999,1.773333333,150999.465,20.183333333,19.161666667,57.875000001000004,8.973333333,25.694999996
3293,28.0,35503.695,46743.89167,5289.815,37.185,0.373333333,1.1866666670000001,0.026666667,0.043333332999999995,4.945,100001.7317,18.368333333,23.443333332999998,53.110000001,11.395000001,16.155000004
3294,14.0,51480.382000000005,70073.196,4879.568,29.982,0.166,0.23199999999999998,0.0,0.0,1.568,160925.824,17.96,19.888,58.626,10.768,24.708
3295,7.0,63042.50667,82134.47333,7206.476667,23.15666667,0.33,1.023333333,0.0,0.026666667,1.193333333,184207.21,20.0,18.76,56.709999999999994,10.816666666,32.833333334
3296,21.0,52204.24667,70370.91667,26650.42,26.03,0.823333333,9.05,2.126666668,0.56,3.4266666669999997,229525.9467,15.589999999,26.313333334,56.68000000000001,9.956666666,34.846666667
3297,15.0,33527.635,52339.835,12151.695,32.99,1.11,9.055,0.395,0.1,11.774999999,121406.455,16.94,29.494999999999997,54.75,6.975,21.845
3298,1.0,35981.95,52337.31,151.56,37.46,0.19,0.0,0.0,0.0,0.68,113480.29,19.27,17.64,60.26,9.65,9.889999999999999
3299,12.0,61682.198,81411.432,4736.39,29.738000000000003,0.242,0.546,1.078,0.0,1.926,389615.22799999994,16.964000000000002,17.9,59.56999999999999,12.092,27.607999999999997
3300,22.0,46073.56833,59989.80167000001,5132.201667,36.40166667,1.191666667,3.121666667,0.01,0.203333333,2.4083333330000003,174494.3233,16.924999999999997,20.64,51.695,16.578333334,19.935000003
3301,71.0,58587.34875,80304.37125,19967.52375,22.5025,1.45375,3.1825,2.126666668,0.1025,3.58125,284427.125,17.1,23.603749999999998,56.98875,10.6225,33.78875
3302,18.0,61123.44,78360.54,7615.35,28.40166667,0.91,1.9433333330000002,0.181666667,0.04,2.933333333,275096.925,16.115,18.613333333,56.568333333,14.758333334000001,30.668333330000003
3304,26.0,62433.233329999995,78894.85832999999,7475.61,28.92833333,0.258333333,2.01,0.905,0.031666667,1.3433333330000001,218360.2317,20.189999999999998,19.948333333,57.638333334,8.876666666,26.709999996
3305,115.0,53041.80636,71925.74818,20686.93091,27.71181818,0.6672727270000001,5.7281818179999995,0.6772727270000001,0.125454545,8.247272727,221340.0027,16.187272727,26.353636364,54.193636362,10.268181818,29.393636359
3306,46.0,60603.946670000005,78397.4,14233.23167,22.96333333,1.08,2.956666667,2.126666668,0.223333333,4.61,286627.6433,16.371666666,22.213333333,58.29999999899999,11.376666667000002,31.646666663
3307,14.0,43460.1925,60239.095,9266.8025,31.095,1.07,1.905,0.43,0.03,2.03,198541.1925,11.61,15.084999999999999,53.835,22.079999999999995,26.85
3308,116.0,54639.954000000005,72100.17599999999,17529.183999999997,27.7476,0.6364,2.6068,2.126666668,0.2488,5.6756,202080.548,16.9628,25.876,53.050399999999996,10.7136,28.6284
3310,1.0,45787.24,58656.84,2237.6,35.26,0.0,1.08,0.0,0.0,2.43,103813.8,19.43,16.65,50.690000000000005,17.619999999999997,19.72
3312,3.0,22555.7,31296.17,11147.86,40.07,1.06,9.489999999,0.0,0.07,1.68,68054.56,19.23,19.48,53.07,13.2,10.01
3313,30.0,68008.07429,86190.42429,12360.50571,21.36142857,0.572857143,2.318571429,0.012857143,0.04,1.78,220472.5429,22.051428571,20.954285715,56.347142857,7.654285715,34.611428574
3314,0.0,41456.89,48968.5,679.27,37.08,0.0,0.05,0.0,0.0,0.49,97476.18,24.200000000000003,19.080000000000002,53.61,11.370000000000001,12.32
3315,2.0,72139.84,84227.36,1416.51,35.32,0.24,0.35,0.0,0.0,1.29,187405.73,21.55,15.57,58.480000000000004,10.799999999999999,26.540000000000003
3316,5.0,36356.24,46693.79,14212.06,15.01,2.59,2.7,0.0,0.0,11.774999999,143869.79,14.059999999999999,35.982775122999996,42.48916667199998,4.800000000000001,45.79
3317,10.0,63198.61,75134.21,23575.28,26.3,0.2,2.44,0.04,0.0,0.63,356232.15,19.96,22.42,55.72,8.549999999999999,18.54
3318,4.0,107773.94,130650.18,19074.71,29.89,0.09,0.57,0.27,0.0,0.75,430961.22,17.86,17.45,57.879999999999995,11.989999999999998,31.36
3319,27.0,49432.915,66303.9825,20808.025,24.0175,1.955,3.045,2.126666668,0.0025,9.465,278509.835,16.6775,30.482499999999998,50.337500000000006,8.835,34.5925
3320,5.0,47458.5,62986.995,6558.325,30.14,0.42,0.09,0.0,0.01,0.755,110124.455,17.11,18.875,57.77,13.209999999999999,22.715
3321,15.0,60445.97332999999,86650.54667000001,9041.596667,20.65333333,0.2,1.756666667,0.003333333,0.023333332999999998,1.2933333329999999,186360.36,19.513333333,23.620000001,56.106666667,8.12,38.63
