id_pos,fecha_anio,fecha,unidades_despachadas,cantidad_envios,fecha_dia,fecha_mes,fecha_dia_de_semana,fecha_fin_de_semana
10067,2014,2014-09-13,24,1,13,9,sabado,True
10068,2013,2013-10-25,12,1,25,10,viernes,False
10068,2014,2014-10-18,12,1,18,10,sabado,True
10069,2013,2013-09-13,24,1,13,9,viernes,False
10069,2014,2014-09-13,24,1,13,9,sabado,True
10070,2012,2012-10-19,12,1,19,10,viernes,False
10070,2013,2013-10-25,36,1,25,10,viernes,False
10070,2014,2014-10-18,24,1,18,10,sabado,True
10071,2012,2012-10-19,12,1,19,10,viernes,False
10071,2013,2013-10-25,12,1,25,10,viernes,False
10071,2014,2014-10-18,12,1,18,10,sabado,True
10072,2013,2013-09-13,12,1,13,9,viernes,False
10072,2014,2014-10-18,12,1,18,10,sabado,True
10073,2012,2012-10-19,12,1,19,10,viernes,False
10073,2013,2013-09-13,24,1,13,9,viernes,False
10073,2014,2014-09-13,36,1,13,9,sabado,True
10076,2013,2013-10-25,24,1,25,10,viernes,False
10076,2014,2014-09-13,24,1,13,9,sabado,True
10078,2014,2014-09-13,24,1,13,9,sabado,True
10081,2013,2013-10-25,24,1,25,10,viernes,False
10083,2013,2013-10-18,12,1,18,10,viernes,False
10083,2014,2014-10-18,24,1,18,10,sabado,True
10084,2013,2013-10-25,12,1,25,10,viernes,False
10084,2014,2014-10-18,12,1,18,10,sabado,True
10085,2013,2013-10-25,12,1,25,10,viernes,False
10085,2014,2014-10-18,24,1,18,10,sabado,True
10086,2013,2013-10-25,24,1,25,10,viernes,False
10086,2014,2014-09-13,12,1,13,9,sabado,True
10090,2012,2012-10-19,12,1,19,10,viernes,False
10090,2013,2013-09-13,12,1,13,9,viernes,False
10090,2014,2014-10-18,24,1,18,10,sabado,True
10091,2012,2012-10-19,12,1,19,10,viernes,False
10091,2013,2013-09-13,72,1,13,9,viernes,False
10091,2014,2014-10-18,36,1,18,10,sabado,True
10092,2013,2013-10-25,48,1,25,10,viernes,False
10092,2014,2014-10-18,24,1,18,10,sabado,True
10095,2012,2012-10-19,12,1,19,10,viernes,False
10095,2013,2013-10-18,12,1,18,10,viernes,False
10095,2014,2014-10-18,24,1,18,10,sabado,True
10096,2013,2013-10-25,48,1,25,10,viernes,False
10096,2014,2014-10-18,48,1,18,10,sabado,True
10099,2014,2014-10-18,36,1,18,10,sabado,True
10100,2012,2012-10-19,12,1,19,10,viernes,False
10100,2013,2013-09-13,36,1,13,9,viernes,False
10100,2014,2014-09-13,48,1,13,9,sabado,True
10102,2013,2013-09-13,36,1,13,9,viernes,False
10102,2014,2014-10-18,24,1,18,10,sabado,True
10103,2013,2013-10-25,12,1,25,10,viernes,False
10103,2014,2014-10-18,36,1,18,10,sabado,True
10104,2012,2012-10-19,12,1,19,10,viernes,False
10104,2013,2013-10-25,24,1,25,10,viernes,False
10104,2014,2014-09-13,36,1,13,9,sabado,True
10105,2013,2013-10-25,48,1,25,10,viernes,False
10105,2014,2014-10-18,36,1,18,10,sabado,True
10108,2013,2013-10-25,24,1,25,10,viernes,False
10108,2014,2014-10-18,24,1,18,10,sabado,True
10109,2013,2013-10-25,12,1,25,10,viernes,False
10109,2014,2014-09-13,12,1,13,9,sabado,True
10111,2012,2012-10-19,12,1,19,10,viernes,False
10111,2013,2013-09-13,36,1,13,9,viernes,False
10111,2014,2014-10-18,60,1,18,10,sabado,True
10112,2012,2012-10-19,12,1,19,10,viernes,False
10112,2013,2013-10-25,48,1,25,10,viernes,False
10112,2014,2014-09-13,36,1,13,9,sabado,True
10113,2012,2012-10-19,12,1,19,10,viernes,False
10113,2013,2013-09-13,36,1,13,9,viernes,False
10113,2014,2014-10-18,24,1,18,10,sabado,True
10116,2013,2013-09-13,48,1,13,9,viernes,False
10116,2014,2014-09-13,48,1,13,9,sabado,True
10122,2013,2013-10-25,12,1,25,10,viernes,False
10122,2014,2014-10-18,12,1,18,10,sabado,True
10125,2012,2012-10-19,12,1,19,10,viernes,False
10125,2013,2013-10-25,12,1,25,10,viernes,False
10125,2014,2014-10-18,24,1,18,10,sabado,True
10127,2013,2013-10-25,12,1,25,10,viernes,False
10127,2014,2014-10-18,36,1,18,10,sabado,True
10128,2013,2013-10-25,24,1,25,10,viernes,False
10128,2014,2014-10-18,24,1,18,10,sabado,True
10129,2012,2012-10-19,12,1,19,10,viernes,False
10129,2013,2013-10-18,12,1,18,10,viernes,False
10129,2014,2014-10-18,24,1,18,10,sabado,True
10130,2012,2012-10-19,12,1,19,10,viernes,False
10130,2013,2013-10-25,12,1,25,10,viernes,False
10130,2014,2014-10-18,12,1,18,10,sabado,True
10132,2012,2012-10-19,12,1,19,10,viernes,False
10132,2013,2013-10-25,24,1,25,10,viernes,False
10132,2014,2014-09-13,24,1,13,9,sabado,True
10134,2012,2012-10-19,12,1,19,10,viernes,False
10134,2013,2013-10-25,12,1,25,10,viernes,False
10134,2014,2014-10-18,24,1,18,10,sabado,True
10136,2012,2012-10-19,12,1,19,10,viernes,False
10136,2013,2013-10-25,12,1,25,10,viernes,False
10136,2014,2014-09-13,24,1,13,9,sabado,True
10138,2012,2012-10-19,12,1,19,10,viernes,False
10138,2013,2013-09-13,24,1,13,9,viernes,False
10138,2014,2014-10-18,12,1,18,10,sabado,True
10141,2012,2012-10-19,12,1,19,10,viernes,False
10141,2013,2013-10-25,24,1,25,10,viernes,False
10141,2014,2014-10-18,24,1,18,10,sabado,True
10143,2013,2013-09-13,12,1,13,9,viernes,False
10143,2014,2014-10-18,12,1,18,10,sabado,True
10144,2013,2013-10-25,60,1,25,10,viernes,False
10144,2014,2014-09-13,36,1,13,9,sabado,True
10146,2012,2012-10-19,12,1,19,10,viernes,False
10146,2013,2013-10-25,12,1,25,10,viernes,False
10146,2014,2014-09-13,36,1,13,9,sabado,True
10149,2012,2012-10-19,12,1,19,10,viernes,False
10149,2013,2013-09-13,60,1,13,9,viernes,False
10149,2014,2014-09-13,36,1,13,9,sabado,True
10151,2013,2013-10-25,36,1,25,10,viernes,False
10151,2014,2014-10-18,36,1,18,10,sabado,True
10155,2012,2012-10-19,12,1,19,10,viernes,False
10155,2013,2013-09-13,24,1,13,9,viernes,False
10155,2014,2014-10-18,24,1,18,10,sabado,True
10158,2012,2012-10-19,12,1,19,10,viernes,False
10158,2013,2013-10-25,96,1,25,10,viernes,False
10158,2014,2014-09-13,36,1,13,9,sabado,True
10159,2013,2013-10-25,24,1,25,10,viernes,False
10159,2014,2014-10-18,24,1,18,10,sabado,True
10160,2012,2012-10-19,12,1,19,10,viernes,False
10160,2013,2013-10-25,24,1,25,10,viernes,False
10161,2012,2012-10-19,12,1,19,10,viernes,False
10161,2013,2013-10-25,36,1,25,10,viernes,False
10161,2014,2014-10-18,36,1,18,10,sabado,True
10162,2012,2012-10-19,12,1,19,10,viernes,False
10162,2013,2013-09-13,48,1,13,9,viernes,False
10162,2014,2014-10-18,36,1,18,10,sabado,True
10165,2012,2012-10-19,24,1,19,10,viernes,False
10165,2013,2013-09-13,72,1,13,9,viernes,False
10165,2014,2014-10-18,48,1,18,10,sabado,True
10166,2012,2012-10-19,12,1,19,10,viernes,False
10166,2013,2013-10-25,24,1,25,10,viernes,False
10166,2014,2014-10-18,12,1,18,10,sabado,True
10167,2013,2013-09-13,12,1,13,9,viernes,False
10167,2014,2014-09-13,24,1,13,9,sabado,True
10170,2012,2012-10-19,12,1,19,10,viernes,False
10170,2013,2013-10-25,36,1,25,10,viernes,False
10170,2014,2014-10-18,36,1,18,10,sabado,True
10171,2012,2012-10-19,12,1,19,10,viernes,False
10171,2013,2013-09-13,72,1,13,9,viernes,False
10171,2014,2014-09-13,84,1,13,9,sabado,True
10172,2013,2013-10-25,12,1,25,10,viernes,False
10175,2012,2012-10-19,12,1,19,10,viernes,False
10175,2013,2013-10-25,12,1,25,10,viernes,False
10175,2014,2014-09-13,24,1,13,9,sabado,True
10177,2013,2013-10-25,12,1,25,10,viernes,False
10178,2013,2013-10-25,24,1,25,10,viernes,False
10178,2014,2014-09-13,24,1,13,9,sabado,True
10180,2012,2012-10-19,12,1,19,10,viernes,False
10180,2013,2013-10-25,48,1,25,10,viernes,False
10180,2014,2014-10-18,36,1,18,10,sabado,True
10181,2012,2012-10-19,12,1,19,10,viernes,False
10181,2013,2013-10-25,24,1,25,10,viernes,False
10181,2014,2014-10-18,24,1,18,10,sabado,True
10182,2012,2012-10-19,12,1,19,10,viernes,False
10182,2013,2013-10-25,48,1,25,10,viernes,False
10182,2014,2014-10-18,36,1,18,10,sabado,True
10185,2012,2012-10-19,12,1,19,10,viernes,False
10185,2013,2013-10-25,12,1,25,10,viernes,False
10185,2014,2014-10-18,12,1,18,10,sabado,True
10186,2012,2012-10-19,12,1,19,10,viernes,False
10186,2013,2013-10-25,108,1,25,10,viernes,False
10186,2014,2014-09-13,72,1,13,9,sabado,True
10188,2013,2013-10-25,12,1,25,10,viernes,False
10188,2014,2014-10-18,24,1,18,10,sabado,True
10189,2013,2013-10-25,12,1,25,10,viernes,False
10189,2014,2014-10-18,24,1,18,10,sabado,True
10190,2012,2012-10-19,12,1,19,10,viernes,False
10190,2013,2013-10-25,36,1,25,10,viernes,False
10190,2014,2014-10-18,24,1,18,10,sabado,True
10191,2012,2012-10-19,12,1,19,10,viernes,False
10191,2013,2013-10-25,12,1,25,10,viernes,False
10191,2014,2014-10-18,12,1,18,10,sabado,True
10192,2013,2013-10-25,12,1,25,10,viernes,False
10192,2014,2014-10-18,24,1,18,10,sabado,True
10193,2012,2012-10-19,12,1,19,10,viernes,False
10193,2013,2013-10-25,36,1,25,10,viernes,False
10193,2014,2014-09-13,24,1,13,9,sabado,True
10195,2013,2013-09-13,24,1,13,9,viernes,False
10195,2014,2014-10-18,12,1,18,10,sabado,True
10197,2012,2012-10-19,12,1,19,10,viernes,False
10197,2013,2013-09-13,24,1,13,9,viernes,False
10197,2014,2014-10-18,24,1,18,10,sabado,True
10201,2013,2013-10-25,24,1,25,10,viernes,False
10201,2014,2014-10-18,24,1,18,10,sabado,True
10204,2012,2012-10-19,12,1,19,10,viernes,False
10204,2013,2013-09-13,12,1,13,9,viernes,False
10204,2014,2014-10-18,36,1,18,10,sabado,True
10205,2012,2012-10-19,12,1,19,10,viernes,False
10205,2013,2013-09-13,24,1,13,9,viernes,False
10205,2014,2014-09-13,36,1,13,9,sabado,True
10206,2012,2012-10-19,12,1,19,10,viernes,False
10206,2013,2013-09-13,60,1,13,9,viernes,False
10206,2013,2013-10-25,12,1,25,10,viernes,False
10206,2014,2014-10-18,24,1,18,10,sabado,True
10208,2013,2013-10-18,12,1,18,10,viernes,False
10208,2014,2014-10-18,24,1,18,10,sabado,True
10213,2013,2013-10-25,24,1,25,10,viernes,False
10213,2014,2014-10-18,12,1,18,10,sabado,True
10214,2012,2012-10-19,12,1,19,10,viernes,False
10214,2013,2013-10-25,72,1,25,10,viernes,False
10214,2014,2014-10-18,60,1,18,10,sabado,True
10216,2012,2012-10-19,12,1,19,10,viernes,False
10216,2013,2013-10-25,24,1,25,10,viernes,False
10216,2014,2014-10-18,36,1,18,10,sabado,True
10217,2013,2013-09-13,24,1,13,9,viernes,False
10217,2014,2014-09-13,36,1,13,9,sabado,True
10218,2013,2013-10-25,36,1,25,10,viernes,False
10218,2014,2014-10-18,24,1,18,10,sabado,True
10220,2012,2012-10-19,12,1,19,10,viernes,False
10220,2013,2013-09-13,24,1,13,9,viernes,False
10220,2014,2014-10-18,24,1,18,10,sabado,True
10225,2012,2012-10-19,12,1,19,10,viernes,False
10225,2013,2013-10-25,12,1,25,10,viernes,False
10225,2014,2014-10-18,12,1,18,10,sabado,True
10227,2012,2012-10-19,12,1,19,10,viernes,False
10227,2013,2013-10-25,12,1,25,10,viernes,False
10227,2014,2014-09-13,24,1,13,9,sabado,True
10228,2013,2013-10-25,24,1,25,10,viernes,False
10228,2014,2014-10-18,12,1,18,10,sabado,True
10230,2013,2013-10-25,36,1,25,10,viernes,False
10230,2014,2014-09-13,24,1,13,9,sabado,True
10232,2013,2013-09-13,48,1,13,9,viernes,False
10232,2014,2014-10-18,48,1,18,10,sabado,True
10234,2012,2012-10-19,12,1,19,10,viernes,False
10234,2013,2013-09-13,24,1,13,9,viernes,False
10234,2014,2014-09-13,36,1,13,9,sabado,True
10235,2012,2012-10-19,12,1,19,10,viernes,False
10235,2013,2013-10-25,24,1,25,10,viernes,False
10235,2014,2014-10-18,24,1,18,10,sabado,True
10237,2012,2012-10-19,12,1,19,10,viernes,False
10237,2013,2013-10-25,60,1,25,10,viernes,False
10237,2014,2014-10-18,36,1,18,10,sabado,True
10239,2013,2013-10-25,36,1,25,10,viernes,False
10239,2014,2014-10-18,24,1,18,10,sabado,True
10243,2013,2013-10-25,48,1,25,10,viernes,False
10243,2014,2014-10-18,12,1,18,10,sabado,True
10244,2012,2012-10-19,12,1,19,10,viernes,False
10244,2013,2013-09-13,48,1,13,9,viernes,False
10244,2014,2014-10-18,24,1,18,10,sabado,True
10246,2012,2012-10-19,12,1,19,10,viernes,False
10246,2013,2013-10-25,12,1,25,10,viernes,False
10246,2014,2014-10-18,12,1,18,10,sabado,True
10248,2013,2013-09-13,24,1,13,9,viernes,False
10248,2014,2014-10-18,24,1,18,10,sabado,True
10249,2012,2012-10-19,12,1,19,10,viernes,False
10249,2013,2013-10-25,48,1,25,10,viernes,False
10249,2014,2014-09-13,48,1,13,9,sabado,True
10251,2013,2013-10-25,36,1,25,10,viernes,False
10251,2014,2014-09-13,36,1,13,9,sabado,True
10252,2012,2012-10-19,12,1,19,10,viernes,False
10252,2013,2013-10-25,24,1,25,10,viernes,False
10252,2014,2014-10-18,60,1,18,10,sabado,True
10253,2013,2013-10-18,24,1,18,10,viernes,False
10253,2014,2014-10-18,12,1,18,10,sabado,True
10254,2013,2013-09-13,12,1,13,9,viernes,False
10254,2014,2014-10-18,12,1,18,10,sabado,True
10255,2013,2013-09-13,24,1,13,9,viernes,False
10255,2014,2014-09-13,24,1,13,9,sabado,True
10256,2013,2013-10-18,12,1,18,10,viernes,False
10256,2014,2014-10-18,24,1,18,10,sabado,True
10258,2012,2012-10-19,12,1,19,10,viernes,False
10258,2013,2013-09-13,24,1,13,9,viernes,False
10258,2014,2014-10-18,12,1,18,10,sabado,True
10260,2013,2013-10-25,12,1,25,10,viernes,False
10260,2014,2014-10-18,24,1,18,10,sabado,True
10261,2012,2012-10-19,12,1,19,10,viernes,False
10261,2013,2013-09-13,12,1,13,9,viernes,False
10261,2014,2014-09-13,24,1,13,9,sabado,True
10262,2012,2012-10-19,12,1,19,10,viernes,False
10262,2013,2013-09-13,24,1,13,9,viernes,False
10262,2014,2014-10-18,24,1,18,10,sabado,True
10263,2013,2013-10-25,12,1,25,10,viernes,False
10263,2014,2014-10-18,12,1,18,10,sabado,True
10264,2014,2014-10-18,24,1,18,10,sabado,True
10265,2013,2013-10-25,24,1,25,10,viernes,False
10265,2014,2014-10-18,24,1,18,10,sabado,True
10267,2013,2013-09-13,24,1,13,9,viernes,False
10267,2014,2014-10-18,24,1,18,10,sabado,True
10268,2013,2013-10-25,24,1,25,10,viernes,False
10268,2014,2014-09-13,24,1,13,9,sabado,True
10269,2012,2012-10-19,12,1,19,10,viernes,False
10269,2013,2013-09-13,24,1,13,9,viernes,False
10269,2014,2014-10-18,12,1,18,10,sabado,True
10271,2013,2013-10-25,12,1,25,10,viernes,False
10273,2013,2013-09-13,48,1,13,9,viernes,False
10273,2014,2014-09-13,36,1,13,9,sabado,True
10274,2012,2012-10-19,12,1,19,10,viernes,False
10274,2013,2013-10-25,36,1,25,10,viernes,False
10274,2013,2013-12-13,12,1,13,12,viernes,False
10274,2014,2014-09-13,24,1,13,9,sabado,True
10275,2012,2012-10-19,24,1,19,10,viernes,False
10275,2013,2013-10-25,24,1,25,10,viernes,False
10275,2014,2014-10-18,24,1,18,10,sabado,True
10276,2012,2012-10-19,12,1,19,10,viernes,False
10276,2013,2013-10-25,24,1,25,10,viernes,False
10276,2014,2014-10-18,36,1,18,10,sabado,True
10277,2012,2012-10-19,24,1,19,10,viernes,False
10277,2013,2013-09-13,24,1,13,9,viernes,False
10277,2014,2014-10-18,24,1,18,10,sabado,True
10278,2013,2013-10-25,48,1,25,10,viernes,False
10278,2014,2014-10-18,36,1,18,10,sabado,True
10279,2012,2012-10-19,12,1,19,10,viernes,False
10279,2013,2013-10-25,36,1,25,10,viernes,False
10279,2014,2014-09-13,36,1,13,9,sabado,True
10281,2013,2013-10-25,12,1,25,10,viernes,False
10281,2014,2014-10-18,24,1,18,10,sabado,True
10284,2012,2012-10-19,12,1,19,10,viernes,False
10284,2013,2013-10-25,12,1,25,10,viernes,False
10284,2014,2014-10-18,24,1,18,10,sabado,True
10285,2013,2013-10-25,36,1,25,10,viernes,False
10285,2014,2014-10-18,48,1,18,10,sabado,True
10286,2013,2013-09-13,24,1,13,9,viernes,False
10286,2014,2014-09-13,24,1,13,9,sabado,True
10287,2012,2012-10-19,12,1,19,10,viernes,False
10287,2013,2013-10-25,12,1,25,10,viernes,False
10287,2014,2014-09-13,36,1,13,9,sabado,True
10289,2012,2012-10-19,24,1,19,10,viernes,False
10289,2013,2013-10-25,24,1,25,10,viernes,False
10289,2014,2014-10-18,24,1,18,10,sabado,True
10290,2012,2012-10-19,12,1,19,10,viernes,False
10290,2013,2013-10-25,36,1,25,10,viernes,False
10290,2014,2014-10-18,36,1,18,10,sabado,True
10291,2012,2012-10-19,12,1,19,10,viernes,False
10291,2013,2013-10-25,24,1,25,10,viernes,False
10291,2014,2014-10-18,24,1,18,10,sabado,True
10292,2013,2013-10-25,36,1,25,10,viernes,False
10292,2014,2014-10-18,36,1,18,10,sabado,True
10294,2012,2012-10-19,12,1,19,10,viernes,False
10294,2013,2013-10-18,24,1,18,10,viernes,False
10294,2014,2014-10-18,12,1,18,10,sabado,True
10295,2014,2014-09-13,12,1,13,9,sabado,True
10296,2012,2012-10-19,12,1,19,10,viernes,False
10296,2013,2013-09-13,36,1,13,9,viernes,False
10296,2014,2014-10-18,24,1,18,10,sabado,True
10297,2013,2013-10-25,48,1,25,10,viernes,False
10297,2014,2014-09-13,24,1,13,9,sabado,True
10298,2013,2013-10-25,12,1,25,10,viernes,False
10298,2014,2014-10-18,24,1,18,10,sabado,True
10299,2012,2012-10-19,12,1,19,10,viernes,False
10299,2013,2013-09-13,48,1,13,9,viernes,False
10299,2014,2014-10-18,48,1,18,10,sabado,True
10300,2013,2013-09-13,24,1,13,9,viernes,False
10300,2014,2014-10-18,24,1,18,10,sabado,True
10301,2012,2012-10-19,12,1,19,10,viernes,False
10301,2013,2013-10-25,36,1,25,10,viernes,False
10301,2014,2014-09-13,36,1,13,9,sabado,True
10303,2012,2012-10-19,12,1,19,10,viernes,False
10303,2013,2013-10-25,12,1,25,10,viernes,False
10303,2014,2014-10-18,12,1,18,10,sabado,True
10304,2013,2013-10-25,24,1,25,10,viernes,False
10304,2014,2014-10-18,24,1,18,10,sabado,True
10305,2013,2013-10-25,12,1,25,10,viernes,False
10305,2014,2014-10-18,12,1,18,10,sabado,True
10306,2012,2012-10-19,12,1,19,10,viernes,False
10306,2013,2013-10-25,12,1,25,10,viernes,False
10306,2014,2014-10-18,12,1,18,10,sabado,True
10308,2013,2013-10-25,12,1,25,10,viernes,False
10308,2014,2014-09-13,24,1,13,9,sabado,True
10309,2012,2012-10-19,12,1,19,10,viernes,False
10309,2013,2013-10-25,48,1,25,10,viernes,False
10309,2014,2014-10-18,48,1,18,10,sabado,True
10310,2012,2012-10-19,12,1,19,10,viernes,False
10310,2013,2013-10-25,48,1,25,10,viernes,False
10310,2014,2014-10-18,12,1,18,10,sabado,True
10311,2013,2013-10-25,12,1,25,10,viernes,False
10311,2014,2014-10-18,24,1,18,10,sabado,True
10312,2012,2012-10-19,12,1,19,10,viernes,False
10312,2013,2013-10-25,36,1,25,10,viernes,False
10312,2014,2014-10-18,12,1,18,10,sabado,True
10313,2013,2013-09-13,12,1,13,9,viernes,False
10313,2014,2014-09-13,12,1,13,9,sabado,True
10316,2013,2013-10-25,12,1,25,10,viernes,False
10316,2014,2014-09-13,12,1,13,9,sabado,True
10317,2013,2013-10-25,12,1,25,10,viernes,False
10317,2014,2014-10-18,12,1,18,10,sabado,True
10318,2012,2012-10-19,12,1,19,10,viernes,False
10318,2013,2013-10-25,24,1,25,10,viernes,False
10318,2014,2014-09-13,12,1,13,9,sabado,True
10320,2012,2012-10-19,12,1,19,10,viernes,False
10320,2013,2013-10-25,48,1,25,10,viernes,False
10320,2014,2014-09-13,24,1,13,9,sabado,True
10321,2012,2012-10-19,12,1,19,10,viernes,False
10321,2013,2013-10-25,36,1,25,10,viernes,False
10321,2014,2014-10-18,24,1,18,10,sabado,True
10322,2013,2013-09-13,24,1,13,9,viernes,False
10322,2014,2014-10-18,36,1,18,10,sabado,True
10323,2012,2012-10-19,12,1,19,10,viernes,False
10323,2013,2013-10-25,48,1,25,10,viernes,False
10323,2014,2014-10-18,36,1,18,10,sabado,True
10324,2012,2012-10-19,12,1,19,10,viernes,False
10324,2013,2013-10-25,48,1,25,10,viernes,False
10324,2014,2014-09-13,36,1,13,9,sabado,True
10325,2012,2012-10-19,12,1,19,10,viernes,False
10325,2013,2013-10-25,24,1,25,10,viernes,False
10325,2014,2014-10-18,36,1,18,10,sabado,True
10328,2013,2013-10-25,12,1,25,10,viernes,False
10328,2014,2014-10-18,12,1,18,10,sabado,True
10330,2012,2012-10-19,12,1,19,10,viernes,False
10330,2013,2013-10-25,12,1,25,10,viernes,False
10330,2014,2014-10-18,12,1,18,10,sabado,True
10331,2012,2012-10-19,12,1,19,10,viernes,False
10331,2013,2013-10-25,12,1,25,10,viernes,False
10331,2014,2014-09-13,12,1,13,9,sabado,True
10332,2013,2013-09-13,24,1,13,9,viernes,False
10332,2014,2014-10-18,12,1,18,10,sabado,True
10333,2013,2013-10-25,24,1,25,10,viernes,False
10333,2014,2014-09-13,24,1,13,9,sabado,True
10335,2013,2013-09-13,12,1,13,9,viernes,False
10335,2014,2014-10-18,36,1,18,10,sabado,True
10336,2012,2012-10-19,12,1,19,10,viernes,False
10336,2013,2013-10-18,12,1,18,10,viernes,False
10336,2014,2014-10-18,12,1,18,10,sabado,True
10337,2012,2012-10-19,12,1,19,10,viernes,False
10337,2013,2013-10-25,24,1,25,10,viernes,False
10337,2014,2014-10-18,12,1,18,10,sabado,True
10338,2012,2012-10-19,12,1,19,10,viernes,False
